loc_rowid,pl_hostname,pl_letter,pl_name,gaia_dist,st_teff,st_mass,st_rad,rowupdate,pl_disc,pl_facility,pl_status
2169,Kepler-1570,b,Kepler-1570 b,943.83,5550.00,0.92,0.89,2016-05-10,2016,Kepler,3
2170,Kepler-1571,b,Kepler-1571 b,688.64,6297.00,1.23,1.39,2016-05-10,2016,Kepler,3
2171,Kepler-1572,b,Kepler-1572 b,973.17,5618.00,0.97,0.95,2016-05-10,2016,Kepler,3
2172,Kepler-1573,b,Kepler-1573 b,1518.60,5808.00,1.01,1.00,2016-05-10,2016,Kepler,3
2173,Kepler-1574,b,Kepler-1574 b,1441.27,5892.00,1.06,1.08,2016-05-10,2016,Kepler,3
2174,Kepler-1575,b,Kepler-1575 b,1292.46,5667.00,0.95,0.92,2016-05-10,2016,Kepler,3
2175,Kepler-1576,b,Kepler-1576 b,467.13,5876.00,1.05,1.06,2016-05-10,2016,Kepler,3
2176,Kepler-1577,b,Kepler-1577 b,517.56,4862.00,0.78,0.74,2016-05-10,2016,Kepler,3
2177,Kepler-1578,b,Kepler-1578 b,1096.87,5545.00,0.90,0.86,2016-05-10,2016,Kepler,3
2178,Kepler-1579,b,Kepler-1579 b,370.61,4584.00,0.75,0.70,2016-05-10,2016,Kepler,3
2179,Kepler-158,b,Kepler-158 b,318.06,4623.00,,0.62,2014-05-14,2014,Kepler,3
2180,Kepler-158,c,Kepler-158 c,318.06,4623.00,,0.62,2014-05-14,2014,Kepler,3
2181,Kepler-1580,b,Kepler-1580 b,1031.50,6228.00,1.47,2.15,2016-05-10,2016,Kepler,3
2182,Kepler-1581,b,Kepler-1581 b,500.23,6022.00,1.12,1.23,2016-05-10,2016,Kepler,3
2183,Kepler-1582,b,Kepler-1582 b,79.07,3208.00,0.28,0.30,2016-05-10,2016,Kepler,3
2184,Kepler-1583,b,Kepler-1583 b,408.69,5645.00,0.94,0.91,2016-05-10,2016,Kepler,3
2185,Kepler-1584,b,Kepler-1584 b,1476.59,6069.00,1.10,1.13,2016-05-10,2016,Kepler,3
2186,Kepler-1585,b,Kepler-1585 b,969.44,5538.00,0.94,0.91,2016-05-10,2016,Kepler,3
2187,Kepler-1586,b,Kepler-1586 b,561.49,6681.00,1.45,1.75,2016-05-10,2016,Kepler,3
2188,Kepler-1587,b,Kepler-1587 b,1057.69,5933.00,1.08,1.22,2016-05-10,2016,Kepler,3
2189,Kepler-1588,b,Kepler-1588 b,949.35,5817.00,0.96,0.99,2016-05-10,2016,Kepler,3
2190,Kepler-1589,b,Kepler-1589 b,1579.38,6166.00,1.18,1.25,2016-05-10,2016,Kepler,3
2191,Kepler-159,b,Kepler-159 b,377.79,4625.00,,0.66,2014-05-14,2014,Kepler,3
2192,Kepler-159,c,Kepler-159 c,377.79,4625.00,,0.66,2014-05-14,2014,Kepler,3
2193,Kepler-1590,b,Kepler-1590 b,788.62,6053.00,1.11,1.16,2016-05-10,2016,Kepler,3
2194,Kepler-1591,b,Kepler-1591 b,1478.62,6082.00,1.10,1.16,2016-05-10,2016,Kepler,3
2195,Kepler-1592,b,Kepler-1592 b,1717.89,6213.00,1.18,1.28,2016-05-10,2016,Kepler,3
2196,Kepler-1593,b,Kepler-1593 b,649.83,4995.00,0.81,0.77,2016-05-10,2016,Kepler,3
2197,Kepler-1594,b,Kepler-1594 b,1004.80,5946.00,1.06,1.08,2016-05-10,2016,Kepler,3
2198,Kepler-1595,b,Kepler-1595 b,865.69,5203.00,0.84,0.80,2016-05-10,2016,Kepler,3
2199,Kepler-1596,b,Kepler-1596 b,2295.01,5706.00,0.95,0.92,2016-05-10,2016,Kepler,3
2200,Kepler-1597,b,Kepler-1597 b,1265.57,6377.00,1.25,1.39,2016-05-10,2016,Kepler,3
2201,Kepler-1598,b,Kepler-1598 b,631.10,5940.00,1.07,1.09,2016-05-10,2016,Kepler,3
2202,Kepler-1599,b,Kepler-1599 b,1380.89,5767.00,0.99,0.99,2016-05-10,2016,Kepler,3
2203,Kepler-16,b,Kepler-16 b,75.25,4450.00,0.69,0.65,2014-05-14,2011,Kepler,3
2204,Kepler-160,b,Kepler-160 b,962.92,5857.00,,0.88,2014-05-14,2014,Kepler,3
2205,Kepler-160,c,Kepler-160 c,962.92,5857.00,,0.88,2014-05-14,2014,Kepler,3
2206,Kepler-1600,b,Kepler-1600 b,1061.11,5214.00,0.86,0.82,2016-05-10,2016,Kepler,3
2207,Kepler-1601,b,Kepler-1601 b,656.65,5869.00,1.04,1.07,2016-05-10,2016,Kepler,3
2208,Kepler-1602,b,Kepler-1602 b,641.44,6296.00,1.22,1.36,2016-05-10,2016,Kepler,3
2209,Kepler-1603,b,Kepler-1603 b,2936.55,6241.00,1.21,1.31,2016-05-10,2016,Kepler,3
2210,Kepler-1604,b,Kepler-1604 b,549.72,4976.00,0.81,0.76,2016-05-10,2016,Kepler,3
2211,Kepler-1605,b,Kepler-1605 b,554.91,5280.00,0.86,0.82,2016-05-10,2016,Kepler,3
2212,Kepler-1606,b,Kepler-1606 b,851.41,5422.00,0.90,0.86,2016-05-10,2016,Kepler,3
2213,Kepler-1607,b,Kepler-1607 b,1334.37,6116.00,1.14,1.21,2016-05-10,2016,Kepler,3
2214,Kepler-1608,b,Kepler-1608 b,976.15,4992.00,0.75,0.72,2016-05-10,2016,Kepler,3
2215,Kepler-1609,b,Kepler-1609 b,1926.32,6132.00,1.18,1.27,2016-05-10,2016,Kepler,3
2216,Kepler-161,b,Kepler-161 b,440.15,5078.00,,0.81,2014-05-14,2014,Kepler,3
2217,Kepler-161,c,Kepler-161 c,440.15,5078.00,,0.81,2014-05-14,2014,Kepler,3
2218,Kepler-1610,b,Kepler-1610 b,885.59,5383.00,0.91,0.87,2016-05-10,2016,Kepler,3
2219,Kepler-1611,b,Kepler-1611 b,27199.21,5605.00,0.94,0.93,2016-05-10,2016,Kepler,3
2220,Kepler-1612,b,Kepler-1612 b,781.78,5643.00,0.96,0.94,2016-05-10,2016,Kepler,3
2221,Kepler-1613,b,Kepler-1613 b,1576.23,6005.00,1.08,1.12,2016-05-10,2016,Kepler,3
2222,Kepler-1614,b,Kepler-1614 b,1232.90,5121.00,0.79,0.76,2016-05-10,2016,Kepler,3
2223,Kepler-1615,b,Kepler-1615 b,1452.13,5865.00,1.04,1.05,2016-05-10,2016,Kepler,3
2224,Kepler-1616,b,Kepler-1616 b,1176.45,6266.00,1.21,1.34,2016-05-10,2016,Kepler,3
2225,Kepler-1617,b,Kepler-1617 b,922.16,6167.00,1.15,1.22,2016-05-10,2016,Kepler,3
2226,Kepler-1618,b,Kepler-1618 b,1274.02,6620.00,1.41,1.65,2016-05-10,2016,Kepler,3
2227,Kepler-1619,b,Kepler-1619 b,750.75,5852.00,1.00,1.00,2016-05-10,2016,Kepler,3
2228,Kepler-162,b,Kepler-162 b,877.01,5816.00,,0.96,2014-05-14,2014,Kepler,3
2229,Kepler-162,c,Kepler-162 c,877.01,5816.00,,0.96,2014-05-14,2014,Kepler,3
2230,Kepler-1620,b,Kepler-1620 b,,6157.00,1.15,1.23,2016-05-10,2016,Kepler,3
2231,Kepler-1621,b,Kepler-1621 b,1709.43,6158.00,1.15,1.24,2016-05-10,2016,Kepler,3
2232,Kepler-1622,b,Kepler-1622 b,815.16,6436.00,1.31,1.50,2016-05-10,2016,Kepler,3
2233,Kepler-1623,b,Kepler-1623 b,857.91,5772.00,1.00,1.00,2016-05-10,2016,Kepler,3
2234,Kepler-1624,b,Kepler-1624 b,260.88,3636.00,0.50,0.47,2016-05-10,2016,Kepler,3
2235,Kepler-1625,b,Kepler-1625 b,2460.33,5677.00,0.96,0.94,2016-05-10,2016,Kepler,3
2236,Kepler-1626,b,Kepler-1626 b,1424.26,6826.00,1.51,1.85,2016-05-10,2016,Kepler,3
2237,Kepler-1627,b,Kepler-1627 b,320.28,5445.00,0.87,0.84,2016-05-10,2016,Kepler,3
2238,Kepler-1628,b,Kepler-1628 b,,3724.00,0.55,0.52,2016-05-10,2016,Kepler,3
2239,Kepler-1629,b,Kepler-1629 b,339.36,5776.00,1.01,1.01,2016-05-10,2016,Kepler,3
2240,Kepler-163,b,Kepler-163 b,703.69,5776.00,,0.92,2014-05-14,2014,Kepler,3
2241,Kepler-163,c,Kepler-163 c,703.69,5776.00,,0.92,2014-05-14,2014,Kepler,3
2242,Kepler-1630,b,Kepler-1630 b,334.40,4736.00,0.66,0.63,2016-05-10,2016,Kepler,3
2243,Kepler-1631,b,Kepler-1631 b,1354.99,5679.00,0.97,0.95,2016-05-10,2016,Kepler,3
2244,Kepler-1632,b,Kepler-1632 b,731.88,6137.00,1.12,1.19,2016-05-10,2016,Kepler,3
2245,Kepler-1633,b,Kepler-1633 b,1151.97,6256.00,1.20,1.32,2016-05-10,2016,Kepler,3
2246,Kepler-1634,b,Kepler-1634 b,628.42,5474.00,0.92,0.89,2016-05-10,2016,Kepler,3
2247,Kepler-1635,b,Kepler-1635 b,1102.63,5347.00,0.89,0.85,2016-05-10,2016,Kepler,3
2248,Kepler-1636,b,Kepler-1636 b,2062.08,5797.00,1.01,1.02,2016-05-10,2016,Kepler,3
2249,Kepler-1637,b,Kepler-1637 b,,5789.00,1.02,1.02,2016-05-10,2016,Kepler,3
2250,Kepler-1638,b,Kepler-1638 b,1595.07,5710.00,0.97,0.95,2016-05-10,2016,Kepler,3
2251,Kepler-1639,b,Kepler-1639 b,1062.84,6150.00,1.12,1.18,2016-05-10,2016,Kepler,3
2252,Kepler-164,b,Kepler-164 b,914.18,5888.00,,1.15,2014-05-14,2014,Kepler,3
2253,Kepler-164,c,Kepler-164 c,914.18,5888.00,,1.15,2014-05-14,2014,Kepler,3
2254,Kepler-164,d,Kepler-164 d,914.18,5888.00,,1.15,2014-05-14,2014,Kepler,3
2255,Kepler-1640,b,Kepler-1640 b,813.40,6324.00,1.27,1.43,2016-05-10,2016,Kepler,3
2256,Kepler-1641,b,Kepler-1641 b,881.88,6152.00,1.12,1.19,2016-05-10,2016,Kepler,3
2257,Kepler-1641,c,Kepler-1641 c,881.88,6152.00,1.12,1.19,2016-05-10,2016,Kepler,3
2258,Kepler-1642,b,Kepler-1642 b,418.86,5355.00,0.88,0.84,2016-05-10,2016,Kepler,3
2259,Kepler-1642,c,Kepler-1642 c,418.86,5355.00,0.88,0.84,2016-05-10,2016,Kepler,3
2260,Kepler-1643,b,Kepler-1643 b,345.16,5508.00,0.92,0.88,2016-05-10,2016,Kepler,3
2261,Kepler-1644,b,Kepler-1644 b,1269.61,5499.00,0.89,0.86,2016-05-10,2016,Kepler,3
2262,Kepler-1645,b,Kepler-1645 b,1245.11,5812.00,1.02,1.02,2016-05-10,2016,Kepler,3
2263,Kepler-1646,b,Kepler-1646 b,128.06,3299.00,0.24,0.26,2016-05-10,2016,Kepler,3
2264,Kepler-1647,b,Kepler-1647 b,1256.00,6210.00,1.22,1.79,2016-05-19,2016,Kepler,3
2265,Kepler-1649,b,Kepler-1649 b,92.43,3240.00,0.20,0.23,2020-04-23,2017,Kepler,3
2266,Kepler-1649,c,Kepler-1649 c,92.43,3240.00,0.20,0.23,2020-04-23,2020,Kepler,3
2267,Kepler-165,b,Kepler-165 b,570.07,5211.00,,0.77,2014-05-14,2014,Kepler,3
2268,Kepler-165,c,Kepler-165 c,570.07,5211.00,,0.77,2014-05-14,2014,Kepler,3
2269,Kepler-1650,b,Kepler-1650 b,134.92,3410.00,0.33,0.33,2017-05-25,2017,Kepler,3
2270,Kepler-1651,b,Kepler-1651 b,66.54,3713.00,0.52,0.50,2017-05-25,2017,Kepler,3
2271,Kepler-1652,b,Kepler-1652 b,,3638.00,0.40,0.38,2017-11-16,2017,Kepler,3
2272,Kepler-1653,b,Kepler-1653 b,,4807.00,0.72,0.69,2017-11-16,2017,Kepler,3
2273,Kepler-1654,b,Kepler-1654 b,577.60,5597.00,1.01,1.18,2018-03-08,2018,Kepler,3
2274,Kepler-1655,b,Kepler-1655 b,214.58,6148.00,1.03,1.03,2018-04-05,2018,Kepler,3
2275,Kepler-1656,b,Kepler-1656 b,186.88,5731.00,1.03,1.10,2018-10-04,2018,Kepler,3
2276,Kepler-1658,b,Kepler-1658 b,806.07,6216.00,1.45,2.89,2019-03-14,2019,Kepler,3
2277,Kepler-166,b,Kepler-166 b,614.16,5413.00,,0.74,2014-05-14,2014,Kepler,3
2278,Kepler-166,c,Kepler-166 c,614.16,5413.00,,0.74,2014-05-14,2014,Kepler,3
2279,Kepler-166,d,Kepler-166 d,614.16,5413.00,,0.74,2016-05-10,2016,Kepler,3
2280,Kepler-1661,b,Kepler-1661 b,415.52,5100.00,0.84,0.76,2020-02-27,2020,Kepler,3
2281,Kepler-167,b,Kepler-167 b,345.31,4890.00,0.77,0.73,2016-03-10,2014,Kepler,3
2282,Kepler-167,c,Kepler-167 c,345.31,4890.00,0.77,0.73,2016-03-10,2014,Kepler,3
2283,Kepler-167,d,Kepler-167 d,345.31,4890.00,0.77,0.73,2016-03-10,2016,Kepler,3
2284,Kepler-167,e,Kepler-167 e,345.31,4890.00,0.77,0.73,2016-03-10,2016,Kepler,3
2285,Kepler-168,b,Kepler-168 b,1396.00,6282.00,,1.11,2014-05-14,2014,Kepler,3
2286,Kepler-168,c,Kepler-168 c,1396.00,6282.00,,1.11,2014-05-14,2014,Kepler,3
2287,Kepler-169,b,Kepler-169 b,411.34,4997.00,,0.76,2014-05-14,2014,Kepler,3
2288,Kepler-169,c,Kepler-169 c,411.34,4997.00,,0.76,2014-05-14,2014,Kepler,3
2289,Kepler-169,d,Kepler-169 d,411.34,4997.00,,0.76,2014-05-14,2014,Kepler,3
2290,Kepler-169,e,Kepler-169 e,411.34,4997.00,,0.76,2014-05-14,2014,Kepler,3
2291,Kepler-169,f,Kepler-169 f,411.34,4997.00,,0.76,2014-05-14,2014,Kepler,3
2292,Kepler-17,b,Kepler-17 b,735.91,5781.00,1.16,1.05,2014-05-14,2011,Kepler,3
2293,Kepler-170,b,Kepler-170 b,754.64,5679.00,,1.03,2014-05-14,2014,Kepler,3
2294,Kepler-170,c,Kepler-170 c,754.64,5679.00,,1.03,2014-05-14,2014,Kepler,3
2295,Kepler-171,b,Kepler-171 b,885.43,5642.00,,0.84,2014-05-14,2014,Kepler,3
2296,Kepler-171,c,Kepler-171 c,885.43,5642.00,,0.84,2014-05-14,2014,Kepler,3
2297,Kepler-171,d,Kepler-171 d,885.43,5642.00,,0.84,2014-05-14,2014,Kepler,3
2298,Kepler-172,b,Kepler-172 b,848.56,5526.00,,1.08,2014-05-14,2014,Kepler,3
2299,Kepler-172,c,Kepler-172 c,848.56,5526.00,,1.08,2014-05-14,2014,Kepler,3
2300,Kepler-172,d,Kepler-172 d,848.56,5526.00,,1.08,2014-05-14,2014,Kepler,3
2301,Kepler-172,e,Kepler-172 e,848.56,5526.00,,1.08,2014-05-14,2014,Kepler,3
2302,Kepler-173,b,Kepler-173 b,853.39,6031.00,,0.95,2014-05-14,2014,Kepler,3
2303,Kepler-173,c,Kepler-173 c,853.39,6031.00,,0.95,2014-05-14,2014,Kepler,3
2304,Kepler-174,b,Kepler-174 b,389.07,4880.00,,0.62,2014-05-14,2014,Kepler,3
2305,Kepler-174,c,Kepler-174 c,389.07,4880.00,,0.62,2014-05-14,2014,Kepler,3
2306,Kepler-174,d,Kepler-174 d,389.07,4880.00,,0.62,2014-05-14,2014,Kepler,3
2307,Kepler-175,b,Kepler-175 b,1363.39,6064.00,,1.01,2014-05-14,2014,Kepler,3
2308,Kepler-175,c,Kepler-175 c,1363.39,6064.00,,1.01,2014-05-14,2014,Kepler,3
2309,Kepler-176,b,Kepler-176 b,535.40,5232.00,,0.89,2014-05-14,2014,Kepler,3
2310,Kepler-176,c,Kepler-176 c,535.40,5232.00,,0.89,2014-05-14,2014,Kepler,3
2311,Kepler-176,d,Kepler-176 d,535.40,5232.00,,0.89,2014-05-14,2014,Kepler,3
2312,Kepler-176,e,Kepler-176 e,535.40,5232.00,,0.89,2016-05-10,2016,Kepler,3
2313,Kepler-177,b,Kepler-177 b,1497.42,5732.00,0.92,1.32,2020-05-07,2013,Kepler,3
2314,Kepler-177,c,Kepler-177 c,1497.42,5732.00,0.92,1.32,2020-05-07,2013,Kepler,3
2315,Kepler-178,b,Kepler-178 b,731.04,5676.00,,1.07,2014-05-14,2014,Kepler,3
2316,Kepler-178,c,Kepler-178 c,731.04,5676.00,,1.07,2014-05-14,2014,Kepler,3
2317,Kepler-178,d,Kepler-178 d,731.04,5676.00,,1.07,2014-05-14,2014,Kepler,3
2318,Kepler-179,b,Kepler-179 b,616.39,5302.00,,0.76,2014-05-14,2014,Kepler,3
2319,Kepler-179,c,Kepler-179 c,616.39,5302.00,,0.76,2014-05-14,2014,Kepler,3
2320,Kepler-18,b,Kepler-18 b,438.51,5345.00,0.97,1.11,2014-05-14,2011,Kepler,3
2321,Kepler-18,c,Kepler-18 c,438.51,5345.00,0.97,1.11,2019-03-05,2011,Kepler,3
2322,Kepler-18,d,Kepler-18 d,438.51,5345.00,0.97,1.11,2014-05-14,2011,Kepler,3
2323,Kepler-180,b,Kepler-180 b,709.83,5731.00,,1.06,2014-05-14,2014,Kepler,3
2324,Kepler-180,c,Kepler-180 c,709.83,5731.00,,1.06,2014-05-14,2014,Kepler,3
2325,Kepler-181,b,Kepler-181 b,620.09,5333.00,,0.75,2014-05-14,2014,Kepler,3
2326,Kepler-181,c,Kepler-181 c,620.09,5333.00,,0.75,2014-05-14,2014,Kepler,3
2327,Kepler-182,b,Kepler-182 b,1621.79,6250.00,,1.15,2014-05-14,2014,Kepler,3
2328,Kepler-182,c,Kepler-182 c,1621.79,6250.00,,1.15,2014-05-14,2014,Kepler,3
2329,Kepler-183,b,Kepler-183 b,1082.60,5888.00,,0.96,2014-05-14,2014,Kepler,3
2330,Kepler-183,c,Kepler-183 c,1082.60,5888.00,,0.96,2014-05-14,2014,Kepler,3
2331,Kepler-184,b,Kepler-184 b,621.24,5788.00,,0.87,2014-05-14,2014,Kepler,3
2332,Kepler-184,c,Kepler-184 c,621.24,5788.00,,0.87,2014-05-14,2014,Kepler,3
2333,Kepler-184,d,Kepler-184 d,621.24,5788.00,,0.87,2014-05-14,2014,Kepler,3
2334,Kepler-185,b,Kepler-185 b,473.07,5208.00,,0.81,2014-05-14,2014,Kepler,3
2335,Kepler-185,c,Kepler-185 c,473.07,5208.00,,0.81,2014-05-14,2014,Kepler,3
2336,Kepler-186,b,Kepler-186 b,178.51,3755.00,0.54,0.52,2014-05-14,2014,Kepler,3
2337,Kepler-186,c,Kepler-186 c,178.51,3755.00,0.54,0.52,2014-05-14,2014,Kepler,3
2338,Kepler-186,d,Kepler-186 d,178.51,3755.00,0.54,0.52,2014-05-14,2014,Kepler,3
2339,Kepler-186,e,Kepler-186 e,178.51,3755.00,0.54,0.52,2014-05-14,2014,Kepler,3
2340,Kepler-186,f,Kepler-186 f,178.51,3755.00,0.54,0.52,2015-01-14,2014,Kepler,3
2341,Kepler-187,b,Kepler-187 b,1180.86,6105.00,,1.29,2014-05-14,2014,Kepler,3
2342,Kepler-187,c,Kepler-187 c,1180.86,6105.00,,1.29,2014-05-14,2014,Kepler,3
2343,Kepler-188,b,Kepler-188 b,996.09,6021.00,,1.14,2014-05-14,2014,Kepler,3
2344,Kepler-188,c,Kepler-188 c,996.09,6021.00,,1.14,2014-05-14,2014,Kepler,3
2345,Kepler-189,b,Kepler-189 b,601.75,5235.00,,0.75,2014-05-14,2014,Kepler,3
2346,Kepler-189,c,Kepler-189 c,601.75,5235.00,,0.75,2014-05-14,2014,Kepler,3
2347,Kepler-19,b,Kepler-19 b,219.95,5544.00,0.94,0.86,2017-04-13,2011,Kepler,3
2348,Kepler-19,c,Kepler-19 c,219.95,5544.00,0.94,0.86,2017-04-13,2011,Kepler,3
2349,Kepler-19,d,Kepler-19 d,219.95,5544.00,0.94,0.86,2017-04-13,2017,Roque de los Muchachos Observatory,3
2350,Kepler-190,b,Kepler-190 b,438.88,5106.00,,0.80,2014-05-14,2014,Kepler,3
2351,Kepler-190,c,Kepler-190 c,438.88,5106.00,,0.80,2014-05-14,2014,Kepler,3
2352,Kepler-191,b,Kepler-191 b,604.75,5282.00,,0.79,2014-05-14,2014,Kepler,3
2353,Kepler-191,c,Kepler-191 c,604.75,5282.00,,0.79,2014-05-14,2014,Kepler,3
2354,Kepler-191,d,Kepler-191 d,604.75,5282.00,,0.79,2016-05-10,2016,Kepler,3
2355,Kepler-192,b,Kepler-192 b,664.14,5479.00,,1.01,2014-05-14,2014,Kepler,3
2356,Kepler-192,c,Kepler-192 c,664.14,5479.00,,1.01,2014-05-14,2014,Kepler,3
2357,Kepler-192,d,Kepler-192 d,664.14,5479.00,,1.01,2016-05-10,2016,Kepler,3
2358,Kepler-193,b,Kepler-193 b,1038.87,6335.00,,1.15,2014-05-14,2014,Kepler,3
2359,Kepler-193,c,Kepler-193 c,1038.87,6335.00,,1.15,2014-05-14,2014,Kepler,3
2360,Kepler-194,b,Kepler-194 b,1133.48,6089.00,,1.02,2014-05-14,2014,Kepler,3
2361,Kepler-194,c,Kepler-194 c,1133.48,6089.00,,1.02,2014-05-14,2014,Kepler,3
2362,Kepler-194,d,Kepler-194 d,1133.48,6089.00,,1.02,2014-05-14,2014,Kepler,3
2363,Kepler-195,b,Kepler-195 b,664.47,5329.00,,0.78,2014-05-14,2014,Kepler,3
2364,Kepler-195,c,Kepler-195 c,664.47,5329.00,,0.78,2014-05-14,2014,Kepler,3
2365,Kepler-196,b,Kepler-196 b,457.26,5128.00,,0.78,2014-05-14,2014,Kepler,3
2366,Kepler-196,c,Kepler-196 c,457.26,5128.00,,0.78,2014-05-14,2014,Kepler,3
2367,Kepler-197,b,Kepler-197 b,333.75,6004.00,,1.12,2014-05-14,2014,Kepler,3
2368,Kepler-197,c,Kepler-197 c,333.75,6004.00,,1.12,2014-05-14,2014,Kepler,3
2369,Kepler-197,d,Kepler-197 d,333.75,6004.00,,1.12,2014-05-14,2014,Kepler,3
2370,Kepler-197,e,Kepler-197 e,333.75,6004.00,,1.12,2014-05-14,2014,Kepler,3
2371,Kepler-198,b,Kepler-198 b,502.52,5574.00,,0.94,2014-05-14,2014,Kepler,3
2372,Kepler-198,c,Kepler-198 c,502.52,5574.00,,0.94,2014-05-14,2014,Kepler,3
2373,Kepler-198,d,Kepler-198 d,502.52,5574.00,,0.94,2016-05-10,2016,Kepler,3
2374,Kepler-199,b,Kepler-199 b,528.99,5644.00,,0.97,2014-05-14,2014,Kepler,3
2375,Kepler-199,c,Kepler-199 c,528.99,5644.00,,0.97,2014-05-14,2014,Kepler,3
2376,Kepler-20,b,Kepler-20 b,284.88,5495.00,0.95,0.96,2017-03-30,2011,Kepler,3
2377,Kepler-20,c,Kepler-20 c,284.88,5495.00,0.95,0.96,2017-03-30,2011,Kepler,3
2378,Kepler-20,d,Kepler-20 d,284.88,5495.00,0.95,0.96,2017-03-30,2011,Kepler,3
2379,Kepler-20,e,Kepler-20 e,284.88,5495.00,0.95,0.96,2017-03-30,2011,Kepler,3
2380,Kepler-20,f,Kepler-20 f,284.88,5495.00,0.95,0.96,2017-03-30,2011,Kepler,3
2381,Kepler-20,g,Kepler-20 g,284.88,5495.00,0.95,0.96,2017-03-30,2016,Multiple Observatories,3
2382,Kepler-200,b,Kepler-200 b,678.93,5678.00,,0.94,2014-05-14,2014,Kepler,3
2383,Kepler-200,c,Kepler-200 c,678.93,5678.00,,0.94,2014-05-14,2014,Kepler,3
2384,Kepler-201,b,Kepler-201 b,648.18,6065.00,,1.23,2014-05-14,2014,Kepler,3
2385,Kepler-201,c,Kepler-201 c,648.18,6065.00,,1.23,2014-05-14,2014,Kepler,3
2386,Kepler-202,b,Kepler-202 b,287.48,4668.00,,0.67,2014-05-14,2014,Kepler,3
2387,Kepler-202,c,Kepler-202 c,287.48,4668.00,,0.67,2014-05-14,2014,Kepler,3
2388,Kepler-203,b,Kepler-203 b,717.73,5821.00,,1.11,2014-05-14,2014,Kepler,3
2389,Kepler-203,c,Kepler-203 c,717.73,5821.00,,1.11,2014-05-14,2014,Kepler,3
2390,Kepler-203,d,Kepler-203 d,717.73,5821.00,,1.11,2014-05-14,2014,Kepler,3
2391,Kepler-204,b,Kepler-204 b,700.59,5812.00,,1.24,2014-05-14,2014,Kepler,3
2392,Kepler-204,c,Kepler-204 c,700.59,5812.00,,1.24,2014-05-14,2014,Kepler,3
2393,Kepler-205,b,Kepler-205 b,160.46,4321.00,,0.55,2014-05-14,2014,Kepler,3
2394,Kepler-205,c,Kepler-205 c,160.46,4321.00,,0.55,2014-05-14,2014,Kepler,3
2395,Kepler-206,b,Kepler-206 b,604.81,5764.00,,1.19,2014-05-14,2014,Kepler,3
2396,Kepler-206,c,Kepler-206 c,604.81,5764.00,,1.19,2014-05-14,2014,Kepler,3
2397,Kepler-206,d,Kepler-206 d,604.81,5764.00,,1.19,2014-05-14,2014,Kepler,3
2398,Kepler-207,b,Kepler-207 b,898.20,5920.00,,1.59,2014-05-14,2014,Kepler,3
2399,Kepler-207,c,Kepler-207 c,898.20,5920.00,,1.59,2014-05-14,2014,Kepler,3
2400,Kepler-207,d,Kepler-207 d,898.20,5920.00,,1.59,2014-05-14,2014,Kepler,3
2401,Kepler-208,b,Kepler-208 b,793.01,6092.00,,1.31,2014-05-14,2014,Kepler,3
2402,Kepler-208,c,Kepler-208 c,793.01,6092.00,,1.31,2014-05-14,2014,Kepler,3
2403,Kepler-208,d,Kepler-208 d,793.01,6092.00,,1.31,2014-05-14,2014,Kepler,3
2404,Kepler-208,e,Kepler-208 e,793.01,6092.00,,1.31,2014-05-14,2014,Kepler,3
2405,Kepler-209,b,Kepler-209 b,586.68,5513.00,,0.94,2014-05-14,2014,Kepler,3
2406,Kepler-209,c,Kepler-209 c,586.68,5513.00,,0.94,2014-05-14,2014,Kepler,3
2407,Kepler-21,b,Kepler-21 b,108.86,6305.00,1.41,1.90,2016-10-06,2012,Kepler,3
2408,Kepler-210,b,Kepler-210 b,234.33,4559.00,,0.65,2014-05-14,2014,Kepler,3
2409,Kepler-210,c,Kepler-210 c,234.33,4559.00,,0.65,2014-05-14,2014,Kepler,3
2410,Kepler-211,b,Kepler-211 b,312.14,5123.00,,0.82,2014-05-14,2014,Kepler,3
2411,Kepler-211,c,Kepler-211 c,312.14,5123.00,,0.82,2014-05-14,2014,Kepler,3
2412,Kepler-212,b,Kepler-212 b,701.04,5852.00,,1.46,2014-05-14,2014,Kepler,3
2413,Kepler-212,c,Kepler-212 c,701.04,5852.00,,1.46,2014-05-14,2014,Kepler,3
2414,Kepler-213,b,Kepler-213 b,646.74,5696.00,,1.20,2014-05-14,2014,Kepler,3
2415,Kepler-213,c,Kepler-213 c,646.74,5696.00,,1.20,2014-05-14,2014,Kepler,3
2416,Kepler-214,b,Kepler-214 b,1252.07,6169.00,,1.35,2014-05-14,2014,Kepler,3
2417,Kepler-214,c,Kepler-214 c,1252.07,6169.00,,1.35,2014-05-14,2014,Kepler,3
2418,Kepler-215,b,Kepler-215 b,492.90,5739.00,,1.03,2014-05-14,2014,Kepler,3
2419,Kepler-215,c,Kepler-215 c,492.90,5739.00,,1.03,2014-05-14,2014,Kepler,3
2420,Kepler-215,d,Kepler-215 d,492.90,5739.00,,1.03,2014-05-14,2014,Kepler,3
2421,Kepler-215,e,Kepler-215 e,492.90,5739.00,,1.03,2014-05-14,2014,Kepler,3
2422,Kepler-216,b,Kepler-216 b,1229.44,6091.00,,1.26,2014-05-14,2014,Kepler,3
2423,Kepler-216,c,Kepler-216 c,1229.44,6091.00,,1.26,2014-05-14,2014,Kepler,3
2424,Kepler-217,b,Kepler-217 b,1140.95,6171.00,,1.80,2014-05-14,2014,Kepler,3
